ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
WP5101	Congenital generalized lipodystrophy (CGL)	1/642	15/6026	0.815823178968385	0.999999174117655	0.810721788758347	3091	1
WP314	Fas ligand pathway and stress induction of heat shock proteins	3/642	41/6026	0.827824449038253	0.999999174117655	0.810721788758347	843/3552/7124	3
WP4290	Metabolic reprogramming in colon cancer	3/642	41/6026	0.827824449038253	0.999999174117655	0.810721788758347	229/3101/29968	3
WP49	IL-2 signaling pathway	3/642	41/6026	0.827824449038253	0.999999174117655	0.810721788758347	3559/9021/6772	3
WP3972	PDGFR-beta pathway	2/642	29/6026	0.830721835229435	0.999999174117655	0.810721788758347	5159/6772	2
WP4321	Thermogenesis	8/642	98/6026	0.834071021950166	0.999999174117655	0.810721788758347	2180/2182/126129/84699/9586/5600/6300/5593	8
WP22	IL-9 signaling pathway	1/642	16/6026	0.835494035581643	0.999999174117655	0.810721788758347	6772	1
WP4815	Glycosaminoglycan degradation	1/642	16/6026	0.835494035581643	0.999999174117655	0.810721788758347	3373	1
WP4970	Galanin receptor pathway	1/642	16/6026	0.835494035581643	0.999999174117655	0.810721788758347	3569	1
WP2572	Primary focal segmental glomerulosclerosis (FSGS)	5/642	65/6026	0.83678832347332	0.999999174117655	0.810721788758347	941/9076/22943/4311/5329	5
WP195	IL-1 signaling pathway	4/642	54/6026	0.841909252125906	0.999999174117655	0.810721788758347	6347/3552/3553/11213	4
WP143	Fatty acid beta-oxidation	2/642	30/6026	0.844773165688459	0.999999174117655	0.810721788758347	2180/2182	2
WP3858	Toll-like receptor signaling related to MyD88	2/642	30/6026	0.844773165688459	0.999999174117655	0.810721788758347	7097/51311	2
WP1982	Sterol regulatory element-binding proteins (SREBP) signaling	5/642	66/6026	0.846426107278601	0.999999174117655	0.810721788758347	3638/3949/4597/6319/6713	5
WP1971	Integrated cancer pathway	3/642	43/6026	0.851585567670334	0.999999174117655	0.810721788758347	994/4312/6772	3
WP5027	nsp1 from SARS-CoV-2 inhibits translation initiation in the host cell	1/642	17/6026	0.853066885690892	0.999999174117655	0.810721788758347	728689	1
WP5200	Dravet syndrome	1/642	17/6026	0.853066885690892	0.999999174117655	0.810721788758347	5600	1
WP2636	Common pathways underlying drug addiction	2/642	31/6026	0.857757498796486	0.999999174117655	0.810721788758347	72/2893	2
WP4871	Kisspeptin/kisspeptin receptor system in the ovary	2/642	31/6026	0.857757498796486	0.999999174117655	0.810721788758347	3283/4318	2
WP4217	Ebola virus infection in host	10/642	123/6026	0.858149621953106	0.999999174117655	0.810721788758347	432/684/93978/2318/3119/3134/3678/8503/9021/6772	10
WP2064	Neural crest differentiation	5/642	68/6026	0.86429227632637	0.999999174117655	0.810721788758347	4488/4854/4855/6615/7291	5
WP3670	Interactions between LOXL4 and oxidative stress pathway	1/642	18/6026	0.868765181478286	0.999999174117655	0.810721788758347	2252	1
WP4301	Inhibition of exosome biogenesis and secretion by Manumycin A in CRPC cells	1/642	18/6026	0.868765181478286	0.999999174117655	0.810721788758347	22808	1
WP3995	Prion disease pathway	2/642	32/6026	0.86974228732914	0.999999174117655	0.810721788758347	10538/6688	2
WP4542	Leukocyte-intrinsic Hippo pathway functions	2/642	32/6026	0.86974228732914	0.999999174117655	0.810721788758347	50943/639	2
WP4880	Host-pathogen interaction of human coronaviruses - interferon induction	2/642	32/6026	0.86974228732914	0.999999174117655	0.810721788758347	4939/6772	2
WP231	TNF-alpha signaling pathway	7/642	92/6026	0.873051420960995	0.999999174117655	0.810721788758347	330/6347/3569/1326/6401/7124/7185	7
WP4396	Nonalcoholic fatty liver disease	11/642	137/6026	0.877413453104766	0.999999174117655	0.810721788758347	6347/84701/3552/3553/3569/56901/9971/8503/5313/9021/7124	11
WP3529	Zinc homeostasis	2/642	33/6026	0.880792745581601	0.999999174117655	0.810721788758347	7780/169026	2
WP4874	CAMKK2 pathway	2/642	33/6026	0.880792745581601	0.999999174117655	0.810721788758347	3383/4094	2
WP4142	Metabolism of spingolipids in ER and Golgi apparatus	1/642	19/6026	0.882788609156538	0.999999174117655	0.810721788758347	8877	1
WP4206	Hereditary leiomyomatosis and renal cell carcinoma pathway	1/642	19/6026	0.882788609156538	0.999999174117655	0.810721788758347	3091	1
WP5103	Progeria-associated lipodystrophy	1/642	19/6026	0.882788609156538	0.999999174117655	0.810721788758347	2200	1
WP5194	Synthesis of ceramides and 1-deoxyceramides	1/642	19/6026	0.882788609156538	0.999999174117655	0.810721788758347	8877	1
WP400	p38 MAPK signaling pathway	2/642	34/6026	0.890971560448106	0.999999174117655	0.810721788758347	6772/7042	2
WP4262	Breast cancer pathway	10/642	129/6026	0.893922318699587	0.999999174117655	0.810721788758347	2255/2252/2254/11211/4854/4855/8503/7480/7472/7474	10
WP2507	Nanomaterial induced apoptosis	1/642	20/6026	0.895315613138809	0.999999174117655	0.810721788758347	5551	1
WP3657	Hematopoietic stem cell gene regulation by GABP alpha/beta complex	1/642	20/6026	0.895315613138809	0.999999174117655	0.810721788758347	3002	1
WP4725	Sphingolipid metabolism overview	1/642	20/6026	0.895315613138809	0.999999174117655	0.810721788758347	8877	1
WP4288	MTHFR deficiency	1/642	21/6026	0.906505652493602	0.999999174117655	0.810721788758347	2906	1
WP4726	Sphingolipid metabolism: integrated pathway	1/642	21/6026	0.906505652493602	0.999999174117655	0.810721788758347	8877	1
WP4905	1q21.1 copy number variation syndrome	1/642	21/6026	0.906505652493602	0.999999174117655	0.810721788758347	2702	1
WP2637	Interleukin-1 (IL-1) structural pathway	3/642	49/6026	0.906511972527501	0.999999174117655	0.810721788758347	3552/1326/5600	3
WP4932	7q11.23 copy number variation syndrome	6/642	86/6026	0.908214176096726	0.999999174117655	0.810721788758347	9076/2200/3224/5313/9246/7472	6
WP2447	Amyotrophic lateral sclerosis (ALS)	2/642	36/6026	0.908951229252707	0.999999174117655	0.810721788758347	834/7124	2
WP3850	Factors and pathways affecting insulin-like growth factor (IGF1)-Akt signaling	2/642	36/6026	0.908951229252707	0.999999174117655	0.810721788758347	3488/8744	2
WP623	Oxidative phosphorylation	2/642	36/6026	0.908951229252707	0.999999174117655	0.810721788758347	3002/56901	2
WP2037	Prolactin signaling pathway	5/642	75/6026	0.913635805256989	0.999999174117655	0.810721788758347	3659/4843/8651/9021/6772	5
WP3872	Regulation of apoptosis by parathyroid hormone-related protein	1/642	22/6026	0.916501218038832	0.999999174117655	0.810721788758347	597	1
WP4537	Hippo-Yap signaling pathway	1/642	22/6026	0.916501218038832	0.999999174117655	0.810721788758347	3627	1
WP4686	Leucine, isoleucine and valine metabolism	1/642	22/6026	0.916501218038832	0.999999174117655	0.810721788758347	586	1
WP4148	Splicing factor NOVA regulated synaptic proteins	2/642	37/6026	0.916863345645452	0.999999174117655	0.810721788758347	1600/2898	2
WP4249	Hedgehog signaling pathway	2/642	37/6026	0.916863345645452	0.999999174117655	0.810721788758347	2619/6469	2
WP500	Glycogen synthesis and degradation	2/642	38/6026	0.924126247500877	0.999999174117655	0.810721788758347	3099/3101	2
WP4541	Hippo-Merlin signaling dysregulation	7/642	101/6026	0.924504643770761	0.999999174117655	0.810721788758347	1001/1003/3627/3678/3687/3689/5159	7
WP3658	Wnt/beta-catenin signaling pathway in leukemia	1/642	23/6026	0.925429635430416	0.999999174117655	0.810721788758347	22943	1
WP3982	miRNA regulation of p53 pathway in prostate cancer	1/642	23/6026	0.925429635430416	0.999999174117655	0.810721788758347	5054	1
WP4906	3q29 copy number variation syndrome	3/642	52/6026	0.926415042638332	0.999999174117655	0.810721788758347	3091/8503/200931	3
WP2355	Corticotropin-releasing hormone signaling pathway	5/642	78/6026	0.929435183334042	0.999999174117655	0.810721788758347	8061/3283/3726/4929/6822	5
WP5124	Alzheimer's disease	18/642	226/6026	0.930613983687132	0.999999174117655	0.810721788758347	775/22943/11211/2906/3552/3553/3569/3800/4311/4843/8503/5743/7124/10381/84617/7480/7472/7474	18
WP2526	PDGF pathway	2/642	39/6026	0.930788201890138	0.999999174117655	0.810721788758347	5159/6772	2
WP585	Interferon type I signaling pathways	3/642	53/6026	0.932133911524145	0.999999174117655	0.810721788758347	8651/9021/6772	3
WP4521	Glycosylation and related congenital defects	1/642	24/6026	0.933404676918617	0.999999174117655	0.810721788758347	79644	1
WP4925	Unfolded protein response	1/642	24/6026	0.933404676918617	0.999999174117655	0.810721788758347	3553	1
WP4941	GPR143 in melanocytes and retinal pigment epithelium cells	1/642	24/6026	0.933404676918617	0.999999174117655	0.810721788758347	2769	1
WP4312	Rett syndrome causing genes	2/642	40/6026	0.936894578577591	0.999999174117655	0.810721788758347	3766/23221	2
WP1544	MicroRNAs in cardiomyocyte hypertrophy	5/642	80/6026	0.93848581098072	0.999999174117655	0.810721788758347	183/8503/5320/7124/7474	5
WP2059	Alzheimer's disease and miRNA effects	18/642	229/6026	0.939005750764477	0.999999174117655	0.810721788758347	775/22943/11211/2906/3552/3553/3569/3800/4311/4843/8503/5743/7124/10381/84617/7480/7472/7474	18
WP268	Notch signaling	2/642	41/6026	0.942487918553967	0.999999174117655	0.810721788758347	4854/4855	2
WP4806	EGFR tyrosine kinase inhibitor resistance	5/642	82/6026	0.946480837751609	0.999999174117655	0.810721788758347	3082/3569/22808/5159/8503	5
WP2817	Mammary gland development pathway - Pregnancy and lactation (Stage 3 of 4)	1/642	26/6026	0.946890445420399	0.999999174117655	0.810721788758347	1051	1
WP5121	Sphingolipid metabolism in senescence	1/642	26/6026	0.946890445420399	0.999999174117655	0.810721788758347	8877	1
WP4534	Mechanoregulation and pathology of YAP/TAZ via Hippo and non-Hippo mechanisms	2/642	42/6026	0.947608020847714	0.999999174117655	0.810721788758347	72/3689	2
WP4535	Envelope proteins and their potential roles in EDMD physiopathology	2/642	42/6026	0.947608020847714	0.999999174117655	0.810721788758347	7042/7043	2
WP61	Notch signaling pathway	3/642	57/6026	0.951147404662742	0.999999174117655	0.810721788758347	3091/4854/4855	3
WP3996	Ethanol effects on histone modifications	1/642	27/6026	0.952573167760416	0.999999174117655	0.810721788758347	8854	1
WP4856	Intracellular trafficking proteins involved in CMT neuropathy	1/642	27/6026	0.952573167760416	0.999999174117655	0.810721788758347	1959	1
WP5102	Familial partial lipodystrophy (FPLD)	1/642	27/6026	0.952573167760416	0.999999174117655	0.810721788758347	5396	1
WP4255	Non-small cell lung cancer	4/642	71/6026	0.953297921914411	0.999999174117655	0.810721788758347	1381/1382/8503/6258	4
WP1403	AMP-activated protein kinase (AMPK) signaling	3/642	58/6026	0.955055947130066	0.999999174117655	0.810721788758347	126129/5209/8503	3
WP2038	Microtubule cytoskeleton regulation	2/642	44/6026	0.956574611003403	0.999999174117655	0.810721788758347	2151/11076	2
WP2583	T cell receptor and co-stimulatory signaling	1/642	28/6026	0.957648684729547	0.999999174117655	0.810721788758347	1493	1
WP183	Proteasome degradation	3/642	59/6026	0.958670642537971	0.999999174117655	0.810721788758347	3134/3458/5698	3
WP5072	Modulators of TCR signaling and T cell activation	3/642	59/6026	0.958670642537971	0.999999174117655	0.810721788758347	3937/1326/8651	3
WP2118	Arrhythmogenic right ventricular cardiomyopathy	3/642	60/6026	0.962011493036962	0.999999174117655	0.810721788758347	775/1496/3678	3
WP1601	Fluoropyrimidine activity	1/642	29/6026	0.962181786497408	0.999999174117655	0.810721788758347	1890	1
WP722	Serotonin HTR1 group and FOS pathway	1/642	29/6026	0.962181786497408	0.999999174117655	0.810721788758347	3352	1
WP4566	Translation inhibitors in chronically activated PDGFRA cells	2/642	46/6026	0.964061936736681	0.999999174117655	0.810721788758347	8503/11040	2
WP2034	Leptin signaling pathway	4/642	75/6026	0.965704709624359	0.999999174117655	0.810721788758347	3553/3557/9021/6772	4
WP2363	Gastric cancer network 2	1/642	30/6026	0.966230359628751	0.999999174117655	0.810721788758347	51316	1
WP3844	PI3K-AKT-mTOR signaling pathway and therapeutic opportunities	1/642	30/6026	0.966230359628751	0.999999174117655	0.810721788758347	8503	1
WP3888	VEGFA-VEGFR2 signaling pathway	33/642	409/6026	0.970626940890647	0.999999174117655	0.810721788758347	56999/301/6347/1003/79094/1558/22943/1847/1960/2022/24147/6624/1839/3383/6300/4319/4313/4688/4855/4929/8013/5228/5328/5329/5743/27289/57758/6401/9047/6648/6772/8794/81567	33
WP5224	2q37 copy number variation syndrome	6/642	104/6026	0.972050364210286	0.999999174117655	0.810721788758347	1293/6373/27128/3553/7124/54657	6
WP3998	Prader-Willi and Angelman syndrome	1/642	32/6026	0.973075277602537	0.999999174117655	0.810721788758347	2562	1
WP244	Alpha 6 beta 4 signaling pathway	1/642	33/6026	0.975959106728191	0.999999174117655	0.810721788758347	3918	1
WP3981	miRNA regulation of prostate cancer signaling pathways	1/642	33/6026	0.975959106728191	0.999999174117655	0.810721788758347	5159	1
WP422	MAPK cascade	1/642	33/6026	0.975959106728191	0.999999174117655	0.810721788758347	6300	1
WP185	Integrin-mediated cell adhesion	5/642	94/6026	0.977640012089015	0.999999174117655	0.810721788758347	11131/3678/3687/3689/6300	5
WP3286	Copper homeostasis	2/642	51/6026	0.977743952980649	0.999999174117655	0.810721788758347	79689/54739	2
WP313	Hepatocyte growth factor receptor signaling	1/642	34/6026	0.978534486918496	0.999999174117655	0.810721788758347	3082	1
WP4659	Gastrin signaling pathway	6/642	108/6026	0.978934331353374	0.999999174117655	0.810721788758347	330/9076/4316/8503/5743/5054	6
WP2795	Cardiac hypertrophic response	2/642	53/6026	0.981666254408859	0.999999174117655	0.810721788758347	5320/7124	2
WP4205	MET in type 1 papillary renal cell carcinoma	2/642	53/6026	0.981666254408859	0.999999174117655	0.810721788758347	3082/8503	2
WP4223	Ras signaling	10/642	161/6026	0.98232173952023	0.999999174117655	0.810721788758347	2786/22808/5159/8503/51365/84647/5320/50487/283748/115727	10
WP4216	Chromosomal and microsatellite instability in colorectal cancer 	3/642	70/6026	0.984004037920247	0.999999174117655	0.810721788758347	5743/7042/7043	3
WP35	G protein signaling pathways	4/642	85/6026	0.984602723260533	0.999999174117655	0.810721788758347	2769/2786/3760/5142	4
WP524	G13 signaling pathway	1/642	37/6026	0.98472218997017	0.999999174117655	0.810721788758347	398	1
WP51	Regulation of actin cytoskeleton	7/642	127/6026	0.986205696608128	0.999999174117655	0.810721788758347	2255/2252/2254/22808/5159/5288/8503	7
WP3584	MECP2 and associated Rett syndrome	2/642	56/6026	0.986321608317076	0.999999174117655	0.810721788758347	2893/6890	2
WP4263	Pancreatic adenocarcinoma pathway	4/642	87/6026	0.986939570587158	0.999999174117655	0.810721788758347	8503/6772/7042/7043	4
WP366	TGF-beta signaling pathway	7/642	130/6026	0.988841479566141	0.999999174117655	0.810721788758347	467/1278/50943/3726/4312/4321/3371	7
WP2853	Endoderm differentiation	6/642	118/6026	0.989867739204055	0.999999174117655	0.810721788758347	22943/1846/1847/3227/6772/30009	6
WP4155	Endometrial cancer	2/642	61/6026	0.991648248186849	0.999999174117655	0.810721788758347	1496/8503	2
WP4971	Phosphoinositides metabolism	1/642	44/6026	0.993094911946446	0.999999174117655	0.810721788758347	5288	1
WP2032	Thyroid stimulating hormone (TSH) signaling pathway	2/642	64/6026	0.993805404907739	0.999999174117655	0.810721788758347	6772/7253	2
WP4540	Hippo signaling regulation pathways	3/642	84/6026	0.995491671826975	0.999999174117655	0.810721788758347	1001/1003/5159	3
WP107	Translation factors	1/642	49/6026	0.996086582949254	0.999999174117655	0.810721788758347	728689	1
WP2380	Brain-derived neurotrophic factor (BDNF) signaling pathway	6/642	134/6026	0.997055777385403	0.999999174117655	0.810721788758347	249/1959/2562/4688/6696/6772	6
WP2857	Mesodermal commitment pathway	5/642	121/6026	0.997397485245662	0.999999174117655	0.810721788758347	8553/22943/2296/3624/6615	5
WP481	Insulin signaling	7/642	156/6026	0.998408407325273	0.999999174117655	0.810721788758347	1326/5600/6300/5288/8503/8651/9021	7
WP3680	Physico-chemical features and toxicity-associated pathways	1/642	58/6026	0.998593623665987	0.999999174117655	0.810721788758347	11211	1
WP4022	Pyrimidine metabolism	2/642	79/6026	0.998645181394306	0.999999174117655	0.810721788758347	956/1890	2
WP2261	Glioblastoma signaling pathways	2/642	82/6026	0.999004779203507	0.999999174117655	0.810721788758347	5159/5288	2
WP673	ErbB signaling pathway	2/642	83/6026	0.999102281892923	0.999999174117655	0.810721788758347	1839/8503	2
WP45	G1 to S cell cycle control	1/642	62/6026	0.999108054564215	0.999999174117655	0.810721788758347	84699	1
WP4685	Melanoma	1/642	63/6026	0.999204068811327	0.999999174117655	0.810721788758347	8503	1
WP437	EGF/EGFR signaling pathway	6/642	157/6026	0.999555412385957	0.999999174117655	0.810721788758347	9046/7837/9047/6456/6772/7291	6
WP4656	Joubert syndrome	1/642	71/6026	0.999680215909931	0.999999174117655	0.810721788758347	6469	1
WP179	Cell cycle	3/642	115/6026	0.999767560103545	0.999999174117655	0.810721788758347	994/7042/7043	3
WP23	B cell receptor signaling pathway	2/642	96/6026	0.999767808934812	0.999999174117655	0.810721788758347	27071/4067	2
WP138	Androgen receptor signaling pathway	1/642	85/6026	0.999935365211557	0.999999174117655	0.810721788758347	8431	1
WP2446	Retinoblastoma gene in cancer	1/642	86/6026	0.999942349815863	0.999999174117655	0.810721788758347	994	1
WP4549	Fragile X syndrome	1/642	101/6026	0.999989654500785	0.999999174117655	0.810721788758347	4318	1
WP4803	Ciliopathies	2/642	138/6026	0.999997379419824	0.999999174117655	0.810721788758347	122481/10309	2
WP4352	Ciliary landscape	5/642	201/6026	0.999998222637986	0.999999174117655	0.810721788758347	875/30845/3934/2040/339488	5
WP411	mRNA processing	1/642	123/6026	0.999999174117655	0.999999174117655	0.810721788758347	10772	1
